provinsi,upah.2015,upah.2016,upah.2017,upah.2018,upah.2019,upah.2020,upah.2021,upah.2022
0,-0.6554086942545669,-0.3957724899033449,-0.2244305212821657,-0.566358434918836,-0.43436039674339727,-0.3011581404664234,-0.5278007480631517,-0.256913006263557
34,-0.8929516484688461,-0.9979953224418259,-0.673218966382928,-0.7348897059256849,-0.7286518137213785,-0.77263307769086,-0.8985053189617274,-0.7516921537251611
32,-0.6495482595288857,-0.5237562417956723,-0.3613221135245072,-0.37967298750191353,-0.39185815026749365,-0.416943613422006,-0.6250778340436289,-0.5237500236331607
26,0.15606616742809412,0.17544240274673367,-0.10596053542046413,-0.022035712223465606,-0.08115207258157718,-0.23273945190176099,-0.02420659533375188,0.3020879318192059
8,0.01971338614391082,-0.5350042199904849,-0.37783803648646025,-0.5079625007997662,-0.6574239110065883,-0.7965357605547965,-0.7653767270916393,-0.4770158567492188
33,-0.5006932174965825,-0.7313878392836998,-0.8974543819817519,-0.7479001990195709,-0.8696420244448935,-0.9649509939447347,-0.8060084337665315,-0.49631254501097544
3,-0.16117869905544982,-0.4431963979679603,-0.4778864159675219,-0.40327341683500906,-0.5967482901754706,-0.452907283052149,-0.23286235961128676,-0.3386224206219328
19,-1.0937692117355229,-1.3813385792974666,-1.359900224916437,-1.1820875848271621,-1.1642265603640878,-1.0000375009009719,-0.9611259492489143,-1.3284822262992309
17,-0.09515113447944129,-0.2042528611808598,-0.22030154054167744,0.03999105717761885,0.2421581195765038,-0.8134211420274856,-0.37124917234518445,0.1531416192987718
18,2.239646060231961,1.8513911537738137,1.3709441140618746,2.0293862221148395,1.8657439349560239,1.2191840640810272,1.551347583495011,1.7800936483681293
5,1.605156327264873,1.957486948097857,2.072632629517543,2.0293862221148395,2.0858762598070837,1.9621408488793486,2.2325859479074324,1.8802705964145143
9,-0.6472040856386132,-0.041917175882753385,0.21800564575630696,0.3501249041830411,0.23981316804679878,-0.0864725760279474,0.11250714712529732,0.42631036250426435
10,-1.7106776405255673,-1.5090183317791235,-1.571113470487567,-1.2916177825012722,-1.383186409450295,-1.483573424891615,-1.4754755537451973,-1.5136098293104587
4,-0.9624954738802635,-0.8690995723174867,-1.0273584683555748,-0.9475961395303795,-0.9590433015148977,-0.8116668166796738,-0.9912412141961873,-0.8165169658544998
11,-1.4414883387926094,-1.1256750749234825,-1.1537688017951384,-0.9454781522825375,-1.0047698563441458,-1.114726520514172,-1.0650953163287855,-0.7553102827742405
2,0.5174596421784367,1.8556471455232022,1.3350537430099383,1.4762889808212671,1.306179876180161,0.7812605991334923,1.3369555782751383,1.8802705964145143
1,-0.7288594761497716,-0.023373211831846093,0.034424809756136675,0.06147349926287248,-0.040701658694165414,-0.3722083170528036,-0.3784194735231066,-0.23128459216591146
22,-1.4520371212988354,-1.5166183170458887,-1.4462912065635758,-1.3091668196976767,-1.3462534228574408,-1.2818260098932515,-1.494596356886323,-1.7759241853687133
23,-0.5733626080950297,-0.6265080426023388,-1.0273584683555748,-1.0190025667433351,-1.1539673974216282,-0.3895322798624457,-0.6833962836240626,-1.3905934416417602
12,-0.09085348234727506,-0.41006046220486364,-0.24825156401575182,-0.32430274945118936,-0.3628393750873939,-0.7399587680878641,-0.7452998837934572,-0.38807018429268425
14,0.5135526856946492,0.48217780811338046,0.38792908392255454,0.5455848701981658,0.4523244004263171,0.2641732028659475,0.4289564391109287,0.6545540033503547
13,0.2560842534130538,-0.28025271384851264,-0.002736016908257654,0.014877779810350506,-0.008751694101934387,-0.13362006975039106,-0.08873930593505133,0.31264080821235407
15,1.3359670255319152,1.0898726300439323,2.016335565190501,1.6995853506651712,1.5078457077347935,1.0141472890555163,1.1228025830945298,1.4041097380179646
16,1.4473152853198585,0.7959051999254513,1.5488078998059842,0.9818902432535989,1.1994845815785822,1.4318960125032147,0.8907238349691159,0.8128471492475773
31,-0.05569087399318768,0.33960208450886376,0.5070342975904851,0.3837101305416771,0.5285353251417305,0.42052744948967924,0.41055266608759516,0.21434830237903116
29,-0.21040635075117217,-0.5140282606542127,-0.554431366618112,-0.6728629365246005,-0.5466249512280256,-0.29216722305888765,0.3326353932875077,-0.5228454913708909
28,-0.13422069931731617,-0.030973197098611377,0.10334702673197915,0.027585703297401953,0.16360224333138532,-0.06585925319115808,-0.006758862467474623,-0.1106802905299324
30,0.29593520954768615,1.957486948097857,0.3456864348083285,0.07811482763877318,-0.20455514683230439,0.21417493045330957,0.013556990869971499,-0.024749725614297325
6,-1.1226806897155504,-0.5596281722548044,-0.8675986750889907,-1.1481997888616917,-0.8954364912716488,-0.9526707165100518,-1.1071610832392622,-1.005564208668897
27,0.495189990220848,-0.9724593719454945,-0.8812560729229134,-1.0716496783325484,-1.0027180237556539,-0.29304438573279357,-0.2804253574248371,-0.8593314929352724
20,0.633496249746925,0.3721300214506192,0.2411914606836641,-0.23080874093931084,0.22251915051522417,1.4748769835246052,0.45668160366556104,-0.18635948980650927
21,0.27483764453523374,0.09032256775896252,0.07762030057970616,0.05390925909200853,0.2574003045195865,0.8477056716818664,0.45070635268395925,0.19716218939590413
25,1.7227557174268764,1.02907274790981,1.3960356124079187,1.8278748639630238,1.8877278555470085,1.8489868639454838,2.2325859479074324,1.8802705964145143
24,2.239646060231961,1.957486948097857,2.072632629517543,2.0293862221148395,2.0858762598070837,2.6791116894632068,2.2325859479074324,1.8802705964145143
7,-0.5741439993917872,-0.26170874979760533,-0.24920440572509528,-0.12430423933354631,-0.21217623930384572,-0.3895322798624457,-0.27636218675734786,-0.024749725614297325
